checkpoint_N,k,a,b,branch,pure_even,pure_odd,empty
25118864,162,1,4,7786,968,50,17440
25118864,216,3,3,7786,968,50,37852
25118864,324,2,4,7786,968,50,96172
25118864,432,4,3,7786,968,50,177820
25118864,648,3,4,7786,968,50,411100
25118864,729,0,6,7786,968,50,522637
25118864,1296,4,4,7786,968,50,1670812
25118864,19683,0,9,7786,968,50,387411685
31622777,1,0,0,1,0,0,0
31622777,2,1,0,4,0,0,0
31622777,3,0,1,9,0,0,0
31622777,4,2,0,16,0,0,0
31622777,6,1,1,36,0,0,0
31622777,8,3,0,64,0,0,0
31622777,9,0,2,81,0,0,0
31622777,12,2,1,144,0,0,0
31622777,16,4,0,256,0,0,0
31622777,18,1,2,324,0,0,0
31622777,24,3,1,576,0,0,0
31622777,27,0,3,729,0,0,0
31622777,36,2,2,1296,0,0,0
31622777,48,4,1,2304,0,0,0
31622777,54,1,3,2916,0,0,0
31622777,72,3,2,5183,1,0,0
31622777,81,0,4,6442,109,4,6
31622777,108,2,3,8043,868,52,2701
31622777,144,4,2,8040,966,56,11674
31622777,162,1,4,8040,966,56,17182
31622777,216,3,3,8040,966,56,37594
31622777,324,2,4,8040,966,56,95914
31622777,432,4,3,8040,966,56,177562
31622777,648,3,4,8040,966,56,410842
31622777,729,0,6,8040,966,56,522379
31622777,1296,4,4,8040,966,56,1670554
31622777,19683,0,9,8040,966,56,387411427
39810717,1,0,0,1,0,0,0
39810717,2,1,0,4,0,0,0
39810717,3,0,1,9,0,0,0
39810717,4,2,0,16,0,0,0
39810717,6,1,1,36,0,0,0
39810717,8,3,0,64,0,0,0
39810717,9,0,2,81,0,0,0
39810717,12,2,1,144,0,0,0
39810717,16,4,0,256,0,0,0
39810717,18,1,2,324,0,0,0
39810717,24,3,1,576,0,0,0
39810717,27,0,3,729,0,0,0
39810717,36,2,2,1296,0,0,0
39810717,48,4,1,2304,0,0,0
39810717,54,1,3,2916,0,0,0
39810717,72,3,2,5184,0,0,0
39810717,81,0,4,6484,74,1,2
39810717,108,2,3,8259,849,65,2491
39810717,144,4,2,8257,1009,79,11391
39810717,162,1,4,8257,1009,79,16899
39810717,216,3,3,8257,1009,79,37311
39810717,324,2,4,8257,1009,79,95631
39810717,432,4,3,8257,1009,79,177279
39810717,648,3,4,8257,1009,79,410559
39810717,729,0,6,8257,1009,79,522096
39810717,1296,4,4,8257,1009,79,1670271
39810717,19683,0,9,8257,1009,79,387411144
50118723,1,0,0,1,0,0,0
50118723,2,1,0,4,0,0,0
50118723,3,0,1,9,0,0,0
50118723,4,2,0,16,0,0,0
50118723,6,1,1,36,0,0,0
50118723,8,3,0,64,0,0,0
50118723,9,0,2,81,0,0,0
50118723,12,2,1,144,0,0,0
50118723,16,4,0,256,0,0,0
50118723,18,1,2,324,0,0,0
50118723,24,3,1,576,0,0,0
50118723,27,0,3,729,0,0,0
50118723,36,2,2,1296,0,0,0
50118723,48,4,1,2304,0,0,0
50118723,54,1,3,2916,0,0,0
50118723,72,3,2,5184,0,0,0
50118723,81,0,4,6508,53,0,0
50118723,108,2,3,8507,806,62,2289
50118723,144,4,2,8516,1033,75,11112
50118723,162,1,4,8516,1033,75,16620
50118723,216,3,3,8516,1033,75,37032
50118723,324,2,4,8516,1033,75,95352
50118723,432,4,3,8516,1033,75,177000
50118723,648,3,4,8516,1033,75,410280
50118723,729,0,6,8516,1033,75,521817
50118723,1296,4,4,8516,1033,75,1669992
50118723,19683,0,9,8516,1033,75,387410865
63095734,1,0,0,1,0,0,0
63095734,2,1,0,4,0,0,0
63095734,3,0,1,9,0,0,0
63095734,4,2,0,16,0,0,0
63095734,6,1,1,36,0,0,0
63095734,8,3,0,64,0,0,0
63095734,9,0,2,81,0,0,0
63095734,12,2,1,144,0,0,0
63095734,16,4,0,256,0,0,0
63095734,18,1,2,324,0,0,0
63095734,24,3,1,576,0,0,0
63095734,27,0,3,729,0,0,0
63095734,36,2,2,1296,0,0,0
63095734,48,4,1,2304,0,0,0
63095734,54,1,3,2916,0,0,0
63095734,72,3,2,5184,0,0,0
63095734,81,0,4,6522,39,0,0
63095734,108,2,3,8717,737,47,2163
63095734,144,4,2,8747,1014,58,10917
63095734,162,1,4,8747,1014,58,16425
63095734,216,3,3,8747,1014,58,36837
