residue,class_odd,class_dead,exact_dead,exact_steps,alpha,mod9,mod3
29217,8,1,1,3,0.10011292,3,0
29219,6,1,1,6,0.01112366,5,2
29221,10,1,1,3,0.90101624,7,1
29223,8,1,1,13,0.10011292,0,0
29225,13,0,1,3,24.32743835,2,2
29227,6,1,1,8,0.01112366,4,1
29229,7,1,1,3,0.03337097,6,0
29231,10,1,1,26,0.90101624,8,2
29233,7,1,1,3,0.03337097,1,1
29235,7,1,1,6,0.03337097,3,0
29237,5,1,1,3,0.00370789,5,2
29239,10,1,1,8,0.90101624,7,1
29241,10,1,1,3,0.90101624,0,0
29243,8,1,1,11,0.10011292,2,2
29245,8,1,1,3,0.10011292,4,1
29247,9,1,1,16,0.30033875,6,0
29249,6,1,1,3,0.01112366,8,2
29251,6,1,1,6,0.01112366,1,1
29253,7,1,1,3,0.03337097,3,0
29255,9,1,1,16,0.30033875,5,2
29257,10,1,1,3,0.90101624,7,1
29259,7,1,1,8,0.03337097,0,0
29261,7,1,1,3,0.03337097,2,2
29263,8,1,1,13,0.10011292,4,1
29265,9,1,1,3,0.30033875,6,0
29267,9,1,1,6,0.30033875,8,2
29269,5,1,1,3,0.00370789,1,1
29271,7,1,1,8,0.03337097,3,0
29273,10,1,1,3,0.90101624,5,2
29275,13,0,1,37,24.32743835,7,1
29277,5,1,1,3,0.00370789,0,0
29279,9,1,1,13,0.30033875,2,2
29281,8,1,1,3,0.10011292,4,1
29283,6,1,1,6,0.01112366,6,0
29285,6,1,1,3,0.01112366,8,2
29287,9,1,1,19,0.30033875,1,1
29289,11,0,1,3,2.70304871,3,0
29291,10,1,1,8,0.90101624,5,2
29293,10,1,1,3,0.90101624,7,1
29295,12,0,1,39,8.10914612,0,0
29297,5,1,1,3,0.00370789,2,2
29299,10,1,1,6,0.90101624,4,1
29301,8,1,1,3,0.10011292,6,0
29303,8,1,1,8,0.10011292,8,2
29305,6,1,1,3,0.01112366,1,1
29307,9,1,1,13,0.30033875,3,0
29309,10,1,1,3,0.90101624,5,2
29311,11,0,1,29,2.70304871,7,1
29313,8,1,1,3,0.10011292,0,0
29315,5,1,1,6,0.00370789,2,2
29317,10,1,1,3,0.90101624,4,1
29319,8,1,1,11,0.10011292,6,0
29321,9,1,1,3,0.30033875,8,2
29323,10,1,1,8,0.90101624,1,1
29325,7,1,1,3,0.03337097,3,0
29327,12,0,1,11,8.10914612,5,2
29329,7,1,1,3,0.03337097,7,1
29331,7,1,1,6,0.03337097,0,0
29333,7,1,1,3,0.03337097,2,2
29335,7,1,1,8,0.03337097,4,1
29337,8,1,1,3,0.10011292,6,0
29339,11,0,1,34,2.70304871,8,2
29341,11,0,1,3,2.70304871,1,1
29343,11,0,1,44,2.70304871,3,0
29345,9,1,1,3,0.30033875,5,2
29347,10,1,1,6,0.90101624,7,1
29349,10,1,1,3,0.90101624,0,0
29351,11,0,1,60,2.70304871,2,2
29353,10,1,1,3,0.90101624,4,1
29355,9,1,1,8,0.30033875,6,0
29357,8,1,1,3,0.10011292,8,2
29359,9,1,1,13,0.30033875,1,1
29361,8,1,1,3,0.10011292,3,0
29363,8,1,1,6,0.10011292,5,2
29365,5,1,1,3,0.00370789,7,1
29367,9,1,1,8,0.30033875,0,0
29369,8,1,1,3,0.10011292,2,2
29371,11,0,1,11,2.70304871,4,1
29373,9,1,1,3,0.30033875,6,0
29375,12,0,1,34,8.10914612,8,2
29377,5,1,1,3,0.00370789,1,1
29379,10,1,1,6,0.90101624,3,0
29381,7,1,1,3,0.03337097,5,2
29383,9,1,1,13,0.30033875,7,1
29385,10,1,1,3,0.90101624,0,0
29387,10,1,1,8,0.90101624,2,2
29389,7,1,1,3,0.03337097,4,1
29391,11,0,1,52,2.70304871,6,0
29393,5,1,1,3,0.00370789,8,2
29395,5,1,1,6,0.00370789,1,1
29397,5,1,1,3,0.00370789,3,0
29399,8,1,1,8,0.10011292,5,2
29401,7,1,1,3,0.03337097,7,1
29403,10,1,1,13,0.90101624,0,0
29405,8,1,1,3,0.10011292,2,2
29407,8,1,1,16,0.10011292,4,1
29409,12,0,1,3,8.10914612,6,0
29411,5,1,1,6,0.00370789,8,2
29413,7,1,1,3,0.03337097,1,1
29415,12,0,1,32,8.10914612,3,0
29417,12,0,1,3,8.10914612,5,2
29419,9,1,1,8,0.30033875,7,1
29421,9,1,1,3,0.30033875,0,0
29423,13,0,1,68,24.32743835,2,2
29425,5,1,1,3,0.00370789,4,1
29427,11,0,1,6,2.70304871,6,0
29429,7,1,1,3,0.03337097,8,2
29431,8,1,1,8,0.10011292,1,1
29433,9,1,1,3,0.30033875,3,0
29435,8,1,1,21,0.10011292,5,2
29437,10,1,1,3,0.90101624,7,1
29439,14,0,1,57,72.98231506,0,0
29441,7,1,1,3,0.03337097,2,2
29443,7,1,1,6,0.03337097,4,1
29445,6,1,1,3,0.01112366,6,0
29447,9,1,1,11,0.30033875,8,2
29449,9,1,1,3,0.30033875,1,1
29451,11,0,1,8,2.70304871,3,0
29453,6,1,1,3,0.01112366,5,2
29455,6,1,1,11,0.01112366,7,1
29457,6,1,1,3,0.01112366,0,0
29459,9,1,1,6,0.30033875,2,2
29461,5,1,1,3,0.00370789,4,1
29463,9,1,1,8,0.30033875,6,0
29465,9,1,1,3,0.30033875,8,2
29467,10,1,1,24,0.90101624,1,1
29469,9,1,1,3,0.30033875,3,0
29471,11,0,1,37,2.70304871,5,2
29473,9,1,1,3,0.30033875,7,1
29475,7,1,1,6,0.03337097,0,0
29477,7,1,1,3,0.03337097,2,2
29479,10,1,1,13,0.90101624,4,1
29481,10,1,1,3,0.90101624,6,0
29483,6,1,1,8,0.01112366,8,2
29485,7,1,1,3,0.03337097,1,1
29487,9,1,1,16,0.30033875,3,0
29489,7,1,1,3,0.03337097,5,2
29491,7,1,1,6,0.03337097,7,1
29493,5,1,1,3,0.00370789,0,0
29495,10,1,1,8,0.90101624,2,2
29497,10,1,1,3,0.90101624,4,1
29499,8,1,1,11,0.10011292,6,0
29501,8,1,1,3,0.10011292,8,2
29503,10,1,1,21,0.90101624,1,1
29505,5,1,1,3,0.00370789,3,0
29507,10,1,1,6,0.90101624,5,2
29509,9,1,1,3,0.30033875,7,1
29511,11,0,1,52,2.70304871,0,0
29513,8,1,1,3,0.10011292,2,2
29515,9,1,1,8,0.30033875,4,1
29517,9,1,1,3,0.30033875,6,0
29519,8,1,1,13,0.10011292,8,2
29521,11,0,1,3,2.70304871,1,1
29523,11,0,1,6,2.70304871,3,0
29525,4,1,1,3,0.00123596,5,2
29527,11,0,1,8,2.70304871,7,1
29529,5,1,1,3,0.00370789,0,0
29531,9,1,1,21,0.30033875,2,2
29533,7,1,1,3,0.03337097,4,1
29535,9,1,1,13,0.30033875,6,0
29537,9,1,1,3,0.30033875,8,2
29539,6,1,1,6,0.01112366,1,1
29541,6,1,1,3,0.01112366,3,0
29543,13,0,1,55,24.32743835,5,2
29545,10,1,1,3,0.90101624,7,1
29547,8,1,1,8,0.10011292,0,0
29549,8,1,1,3,0.10011292,2,2
29551,9,1,1,19,0.30033875,4,1
29553,6,1,1,3,0.01112366,6,0
29555,6,1,1,6,0.01112366,8,2
29557,6,1,1,3,0.01112366,1,1
29559,10,1,1,8,0.90101624,3,0
29561,9,1,1,3,0.30033875,5,2
29563,12,0,1,13,8.10914612,7,1
29565,9,1,1,3,0.30033875,0,0
29567,12,0,1,44,8.10914612,2,2
29569,10,1,1,3,0.90101624,4,1
29571,9,1,1,6,0.30033875,6,0
29573,9,1,1,3,0.30033875,8,2
29575,9,1,1,11,0.30033875,1,1
29577,9,1,1,3,0.30033875,3,0
29579,10,1,1,8,0.90101624,5,2
29581,4,1,1,3,0.00123596,7,1
29583,8,1,1,11,0.10011292,0,0
29585,8,1,1,3,0.10011292,2,2
29587,8,1,1,6,0.10011292,4,1
29589,7,1,1,3,0.03337097,6,0
29591,7,1,1,8,0.03337097,8,2
29593,7,1,1,3,0.03337097,1,1
29595,10,1,1,16,0.90101624,3,0
29597,9,1,1,3,0.30033875,5,2
29599,10,1,1,21,0.90101624,7,1
29601,7,1,1,3,0.03337097,0,0
29603,7,1,1,6,0.03337097,2,2
29605,8,1,1,3,0.10011292,4,1
29607,9,1,1,19,0.30033875,6,0
29609,10,1,1,3,0.90101624,8,2
29611,8,1,1,8,0.10011292,1,1
29613,10,1,1,3,0.90101624,3,0
29615,7,1,1,13,0.03337097,5,2
29617,5,1,1,3,0.00370789,7,1
29619,5,1,1,6,0.00370789,0,0
29621,5,1,1,3,0.00370789,2,2
29623,9,1,1,8,0.30033875,4,1
29625,9,1,1,3,0.30033875,6,0
29627,9,1,1,11,0.30033875,8,2
29629,11,0,1,3,2.70304871,1,1
29631,10,1,1,26,0.90101624,3,0
29633,9,1,1,3,0.30033875,5,2
29635,9,1,1,6,0.30033875,7,1
29637,7,1,1,3,0.03337097,0,0
29639,11,0,1,13,2.70304871,2,2
29641,8,1,1,3,0.10011292,4,1
29643,9,1,1,8,0.30033875,6,0
29645,9,1,1,3,0.30033875,8,2
29647,9,1,1,16,0.30033875,1,1
29649,9,1,1,3,0.30033875,3,0
29651,10,1,1,6,0.90101624,5,2
29653,7,1,1,3,0.03337097,7,1
29655,10,1,1,8,0.90101624,0,0
29657,7,1,1,3,0.03337097,2,2
29659,10,1,1,13,0.90101624,4,1
29661,5,1,1,3,0.00370789,6,0
29663,11,0,1,65,2.70304871,8,2
29665,10,1,1,3,0.90101624,1,1
29667,7,1,1,6,0.03337097,3,0
29669,8,1,1,3,0.10011292,5,2
29671,8,1,1,16,0.10011292,7,1
29673,10,1,1,3,0.90101624,0,0
29675,10,1,1,8,0.90101624,2,2
29677,9,1,1,3,0.30033875,4,1
29679,10,1,1,21,0.90101624,6,0
29681,7,1,1,3,0.03337097,8,2
29683,10,1,1,6,0.90101624,1,1
29685,7,1,1,3,0.03337097,3,0
29687,7,1,1,8,0.03337097,5,2
29689,9,1,1,3,0.30033875,7,1
29691,10,1,1,19,0.90101624,0,0
29693,12,0,1,3,8.10914612,2,2
29695,13,0,1,57,24.32743835,4,1
29697,7,1,1,3,0.03337097,6,0
29699,9,1,1,6,0.30033875,8,2
29701,7,1,1,3,0.03337097,1,1
29703,9,1,1,11,0.30033875,3,0
29705,9,1,1,3,0.30033875,5,2
29707,7,1,1,8,0.03337097,7,1
29709,9,1,1,3,0.30033875,0,0
29711,8,1,1,11,0.10011292,2,2
29713,9,1,1,3,0.30033875,4,1
29715,7,1,1,6,0.03337097,6,0
29717,4,1,1,3,0.00123596,8,2
29719,9,1,1,8,0.30033875,1,1
29721,11,0,1,3,2.70304871,3,0
29723,11,0,1,42,2.70304871,5,2
29725,9,1,1,3,0.30033875,7,1
29727,11,0,1,32,2.70304871,0,0
29729,11,0,1,3,2.70304871,2,2
29731,4,1,1,6,0.00123596,4,1
29733,8,1,1,3,0.10011292,6,0
29735,9,1,1,13,0.30033875,8,2
29737,9,1,1,3,0.30033875,1,1
29739,9,1,1,8,0.30033875,3,0
29741,6,1,1,3,0.01112366,5,2
29743,10,1,1,24,0.90101624,7,1
29745,6,1,1,3,0.01112366,0,0
29747,6,1,1,6,0.01112366,2,2
29749,6,1,1,3,0.01112366,4,1
29751,10,1,1,8,0.90101624,6,0
29753,6,1,1,3,0.01112366,8,2
29755,9,1,1,11,0.30033875,1,1
29757,7,1,1,3,0.03337097,3,0
29759,9,1,1,19,0.30033875,5,2
29761,7,1,1,3,0.03337097,7,1
29763,7,1,1,6,0.03337097,0,0
29765,6,1,1,3,0.01112366,2,2
29767,9,1,1,21,0.30033875,4,1
29769,8,1,1,3,0.10011292,6,0
29771,6,1,1,8,0.01112366,8,2
29773,10,1,1,3,0.90101624,1,1
29775,7,1,1,13,0.03337097,3,0
29777,10,1,1,3,0.90101624,5,2
29779,9,1,1,6,0.30033875,7,1
29781,4,1,1,3,0.00123596,0,0
29783,6,1,1,8,0.01112366,2,2
29785,8,1,1,3,0.10011292,4,1
29787,12,0,1,37,8.10914612,6,0
29789,6,1,1,3,0.01112366,8,2
29791,9,1,1,13,0.30033875,1,1
29793,9,1,1,3,0.30033875,3,0
29795,9,1,1,6,0.30033875,5,2
29797,9,1,1,3,0.30033875,7,1
29799,11,0,1,29,2.70304871,0,0
29801,10,1,1,3,0.90101624,2,2
29803,8,1,1,8,0.10011292,4,1
29805,9,1,1,3,0.30033875,6,0
29807,10,1,1,26,0.90101624,8,2
29809,4,1,1,3,0.00123596,1,1
29811,7,1,1,6,0.03337097,3,0
29813,8,1,1,3,0.10011292,5,2
29815,8,1,1,8,0.10011292,7,1
29817,9,1,1,3,0.30033875,0,0
29819,9,1,1,13,0.30033875,2,2
29821,8,1,1,3,0.10011292,4,1
29823,10,1,1,26,0.90101624,6,0
29825,9,1,1,3,0.30033875,8,2
29827,7,1,1,6,0.03337097,1,1
29829,7,1,1,3,0.03337097,3,0
29831,10,1,1,11,0.90101624,5,2
29833,12,0,1,3,8.10914612,7,1
29835,9,1,1,8,0.30033875,0,0
29837,7,1,1,3,0.03337097,2,2
29839,10,1,1,11,0.90101624,4,1
29841,6,1,1,3,0.01112366,6,0
29843,6,1,1,6,0.01112366,8,2
29845,7,1,1,3,0.03337097,1,1
29847,7,1,1,8,0.03337097,3,0
29849,8,1,1,3,0.10011292,5,2
29851,9,1,1,21,0.30033875,7,1
29853,8,1,1,3,0.10011292,0,0
29855,13,0,1,94,24.32743835,2,2
29857,10,1,1,3,0.90101624,4,1
29859,10,1,1,6,0.90101624,6,0
29861,10,1,1,3,0.90101624,8,2
29863,10,1,1,24,0.90101624,1,1
29865,11,0,1,3,2.70304871,3,0
29867,7,1,1,8,0.03337097,5,2
29869,8,1,1,3,0.10011292,7,1
29871,10,1,1,13,0.90101624,0,0
29873,8,1,1,3,0.10011292,2,2
29875,8,1,1,6,0.10011292,4,1
29877,4,1,1,3,0.00123596,6,0
29879,9,1,1,8,0.30033875,8,2
29881,11,0,1,3,2.70304871,1,1
29883,11,0,1,11,2.70304871,3,0
29885,10,1,1,3,0.90101624,5,2
29887,10,1,1,26,0.90101624,7,1
29889,9,1,1,3,0.30033875,0,0
29891,9,1,1,6,0.30033875,2,2
29893,9,1,1,3,0.30033875,4,1
29895,9,1,1,13,0.30033875,6,0
29897,8,1,1,3,0.10011292,8,2
29899,8,1,1,8,0.10011292,1,1
29901,9,1,1,3,0.30033875,3,0
29903,11,0,1,19,2.70304871,5,2
29905,9,1,1,3,0.30033875,7,1
29907,9,1,1,6,0.30033875,0,0
29909,6,1,1,3,0.01112366,2,2
29911,8,1,1,8,0.10011292,4,1
29913,9,1,1,3,0.30033875,6,0
29915,9,1,1,13,0.30033875,8,2
29917,10,1,1,3,0.90101624,1,1
29919,11,0,1,39,2.70304871,3,0
29921,11,0,1,3,2.70304871,5,2
29923,6,1,1,6,0.01112366,7,1
29925,11,0,1,3,2.70304871,0,0
29927,12,0,1,34,8.10914612,2,2
29929,10,1,1,3,0.90101624,4,1
29931,11,0,1,8,2.70304871,6,0
29933,4,1,1,3,0.00123596,8,2
29935,15,0,1,91,218.94694519,1,1
29937,7,1,1,3,0.03337097,3,0
29939,8,1,1,6,0.10011292,5,2
29941,7,1,1,3,0.03337097,7,1
29943,8,1,1,8,0.10011292,0,0
29945,8,1,1,3,0.10011292,2,2
29947,9,1,1,21,0.30033875,4,1
29949,9,1,1,3,0.30033875,6,0
29951,11,0,1,34,2.70304871,8,2
29953,7,1,1,3,0.03337097,1,1
29955,9,1,1,6,0.30033875,3,0
29957,6,1,1,3,0.01112366,5,2
29959,9,1,1,11,0.30033875,7,1
29961,10,1,1,3,0.90101624,0,0
29963,9,1,1,8,0.30033875,2,2
29965,7,1,1,3,0.03337097,4,1
29967,7,1,1,11,0.03337097,6,0
29969,7,1,1,3,0.03337097,8,2
29971,8,1,1,6,0.10011292,1,1
29973,6,1,1,3,0.01112366,3,0
29975,7,1,1,8,0.03337097,5,2
29977,11,0,1,3,2.70304871,7,1
29979,13,0,1,42,24.32743835,0,0
29981,8,1,1,3,0.10011292,2,2
29983,8,1,1,16,0.10011292,4,1
29985,6,1,1,3,0.01112366,6,0
29987,9,1,1,6,0.30033875,8,2
29989,9,1,1,3,0.30033875,1,1
29991,7,1,1,13,0.03337097,3,0
29993,11,0,1,3,2.70304871,5,2
29995,9,1,1,8,0.30033875,7,1
29997,6,1,1,3,0.01112366,0,0
29999,11,0,1,34,2.70304871,2,2
30001,8,1,1,3,0.10011292,4,1
30003,8,1,1,6,0.10011292,6,0
30005,8,1,1,3,0.10011292,8,2
30007,12,0,1,8,8.10914612,1,1
30009,11,0,1,3,2.70304871,3,0
30011,6,1,1,11,0.01112366,5,2
30013,9,1,1,3,0.30033875,7,1
30015,8,1,1,21,0.10011292,0,0
30017,8,1,1,3,0.10011292,2,2
30019,11,0,1,6,2.70304871,4,1
30021,8,1,1,3,0.10011292,6,0
30023,12,0,1,34,8.10914612,8,2
30025,9,1,1,3,0.30033875,1,1
30027,8,1,1,8,0.10011292,3,0
30029,10,1,1,3,0.90101624,5,2
30031,11,0,1,13,2.70304871,7,1
30033,10,1,1,3,0.90101624,0,0
30035,12,0,1,6,8.10914612,2,2
30037,3,1,1,3,0.00041199,4,1
30039,8,1,1,8,0.10011292,6,0
30041,7,1,1,3,0.03337097,8,2
30043,8,1,1,16,0.10011292,1,1
30045,8,1,1,3,0.10011292,3,0
30047,7,1,1,13,0.03337097,5,2
30049,10,1,1,3,0.90101624,7,1
30051,6,1,1,6,0.01112366,0,0
30053,6,1,1,3,0.01112366,2,2
30055,11,0,1,29,2.70304871,4,1
30057,8,1,1,3,0.10011292,6,0
30059,9,1,1,8,0.30033875,8,2
30061,9,1,1,3,0.30033875,1,1
30063,11,0,1,16,2.70304871,3,0
30065,6,1,1,3,0.01112366,5,2
30067,6,1,1,6,0.01112366,7,1
30069,6,1,1,3,0.01112366,0,0
30071,8,1,1,8,0.10011292,2,2
30073,11,0,1,3,2.70304871,4,1
30075,9,1,1,13,0.30033875,6,0
30077,7,1,1,3,0.03337097,8,2
30079,10,1,1,26,0.90101624,1,1
30081,7,1,1,3,0.03337097,3,0
30083,6,1,1,6,0.01112366,5,2
30085,8,1,1,3,0.10011292,7,1
30087,6,1,1,11,0.01112366,0,0
30089,9,1,1,3,0.30033875,2,2
30091,8,1,1,8,0.10011292,4,1
30093,5,1,1,3,0.00370789,6,0
30095,8,1,1,11,0.10011292,8,2
30097,6,1,1,3,0.01112366,1,1
30099,6,1,1,6,0.01112366,3,0
30101,5,1,1,3,0.00370789,5,2
30103,10,1,1,8,0.90101624,7,1
30105,10,1,1,3,0.90101624,0,0
30107,9,1,1,19,0.30033875,2,2
30109,11,0,1,3,2.70304871,4,1
30111,13,0,1,39,24.32743835,6,0
30113,6,1,1,3,0.01112366,8,2
30115,8,1,1,6,0.10011292,1,1
30117,8,1,1,3,0.10011292,3,0
30119,9,1,1,16,0.30033875,5,2
30121,11,0,1,3,2.70304871,7,1
30123,8,1,1,8,0.10011292,0,0
30125,8,1,1,3,0.10011292,2,2
30127,10,1,1,13,0.90101624,4,1
30129,5,1,1,3,0.00370789,6,0
30131,5,1,1,6,0.00370789,8,2
30133,8,1,1,3,0.10011292,1,1
30135,10,1,1,8,0.90101624,3,0
30137,5,1,1,3,0.00370789,5,2
30139,10,1,1,11,0.90101624,7,1
30141,7,1,1,3,0.03337097,0,0
30143,14,0,1,81,72.98231506,2,2
30145,8,1,1,3,0.10011292,4,1
30147,9,1,1,6,0.30033875,6,0
30149,6,1,1,3,0.01112366,8,2
30151,8,1,1,13,0.10011292,1,1
30153,7,1,1,3,0.03337097,3,0
30155,7,1,1,8,0.03337097,5,2
30157,8,1,1,3,0.10011292,7,1
30159,12,0,1,37,8.10914612,0,0
30161,8,1,1,3,0.10011292,2,2
30163,8,1,1,6,0.10011292,4,1
30165,6,1,1,3,0.01112366,6,0
30167,9,1,1,8,0.30033875,8,2
30169,8,1,1,3,0.10011292,1,1
30171,8,1,1,13,0.10011292,3,0
30173,8,1,1,3,0.10011292,5,2
30175,11,0,1,44,2.70304871,7,1
30177,9,1,1,3,0.30033875,0,0
30179,6,1,1,6,0.01112366,2,2
30181,9,1,1,3,0.30033875,4,1
30183,11,0,1,21,2.70304871,6,0
30185,10,1,1,3,0.90101624,8,2
30187,12,0,1,8,8.10914612,1,1
30189,9,1,1,3,0.30033875,3,0
30191,9,1,1,21,0.30033875,5,2
30193,5,1,1,3,0.00370789,7,1
30195,10,1,1,6,0.90101624,0,0
30197,5,1,1,3,0.00370789,2,2
30199,11,0,1,8,2.70304871,4,1
30201,11,0,1,3,2.70304871,6,0
30203,12,0,1,16,8.10914612,8,2
30205,9,1,1,3,0.30033875,1,1
30207,10,1,1,26,0.90101624,3,0
30209,8,1,1,3,0.10011292,5,2
30211,7,1,1,6,0.03337097,7,1
30213,7,1,1,3,0.03337097,0,0
30215,8,1,1,11,0.10011292,2,2
30217,8,1,1,3,0.10011292,4,1
30219,7,1,1,8,0.03337097,6,0
30221,6,1,1,3,0.01112366,8,2
30223,10,1,1,11,0.90101624,1,1
30225,6,1,1,3,0.01112366,3,0
30227,9,1,1,6,0.30033875,5,2
30229,7,1,1,3,0.03337097,7,1
30231,9,1,1,8,0.30033875,0,0
30233,9,1,1,3,0.30033875,2,2
30235,10,1,1,26,0.90101624,4,1
30237,6,1,1,3,0.01112366,6,0
30239,11,0,1,68,2.70304871,8,2
30241,9,1,1,3,0.30033875,1,1
30243,7,1,1,6,0.03337097,3,0
30245,7,1,1,3,0.03337097,5,2
30247,7,1,1,13,0.03337097,7,1
30249,13,0,1,3,24.32743835,0,0
30251,7,1,1,8,0.03337097,2,2
30253,7,1,1,3,0.03337097,4,1
30255,11,0,1,50,2.70304871,6,0
30257,11,0,1,3,2.70304871,8,2
30259,11,0,1,6,2.70304871,1,1
30261,4,1,1,3,0.00123596,3,0
30263,12,0,1,8,8.10914612,5,2
30265,9,1,1,3,0.30033875,7,1
30267,9,1,1,11,0.30033875,0,0
30269,6,1,1,3,0.01112366,2,2
30271,11,0,1,16,2.70304871,4,1
30273,9,1,1,3,0.30033875,6,0
30275,9,1,1,6,0.30033875,8,2
30277,7,1,1,3,0.03337097,1,1
30279,8,1,1,16,0.10011292,3,0
30281,10,1,1,3,0.90101624,5,2
30283,7,1,1,8,0.03337097,7,1
30285,7,1,1,3,0.03337097,0,0
30287,10,1,1,13,0.90101624,2,2
30289,11,0,1,3,2.70304871,4,1
30291,11,0,1,6,2.70304871,6,0
30293,4,1,1,3,0.00123596,8,2
30295,8,1,1,8,0.10011292,1,1
30297,8,1,1,3,0.10011292,3,0
30299,9,1,1,21,0.30033875,5,2
30301,8,1,1,3,0.10011292,7,1
30303,8,1,1,13,0.10011292,0,0
30305,7,1,1,3,0.03337097,2,2
30307,8,1,1,6,0.10011292,4,1
30309,8,1,1,3,0.10011292,6,0
30311,9,1,1,24,0.30033875,8,2
30313,12,0,1,3,8.10914612,1,1
30315,10,1,1,8,0.90101624,3,0
30317,10,1,1,3,0.90101624,5,2
30319,9,1,1,19,0.30033875,7,1
30321,4,1,1,3,0.00123596,0,0
30323,9,1,1,6,0.30033875,2,2
30325,10,1,1,3,0.90101624,4,1
30327,9,1,1,8,0.30033875,6,0
30329,9,1,1,3,0.30033875,8,2
30331,9,1,1,13,0.30033875,1,1
30333,10,1,1,3,0.90101624,3,0
30335,11,0,1,29,2.70304871,5,2
30337,12,0,1,3,8.10914612,7,1
30339,4,1,1,6,0.00123596,0,0
30341,7,1,1,3,0.03337097,2,2
30343,9,1,1,11,0.30033875,4,1
30345,10,1,1,3,0.90101624,6,0
30347,7,1,1,8,0.03337097,8,2
30349,6,1,1,3,0.01112366,1,1
30351,10,1,1,11,0.90101624,3,0
30353,8,1,1,3,0.10011292,5,2
30355,8,1,1,6,0.10011292,7,1
30357,6,1,1,3,0.01112366,0,0
30359,6,1,1,8,0.01112366,2,2
30361,8,1,1,3,0.10011292,4,1
30363,11,0,1,21,2.70304871,6,0
30365,8,1,1,3,0.10011292,8,2
30367,12,0,1,34,8.10914612,1,1
30369,10,1,1,3,0.90101624,3,0
30371,9,1,1,6,0.30033875,5,2
30373,9,1,1,3,0.30033875,7,1
30375,10,1,1,19,0.90101624,0,0
30377,12,0,1,3,8.10914612,2,2
30379,10,1,1,8,0.90101624,4,1
30381,9,1,1,3,0.30033875,6,0
30383,12,0,1,13,8.10914612,8,2
30385,7,1,1,3,0.03337097,1,1
30387,7,1,1,6,0.03337097,3,0
30389,7,1,1,3,0.03337097,5,2
30391,8,1,1,8,0.10011292,7,1
30393,8,1,1,3,0.10011292,0,0
30395,8,1,1,11,0.10011292,2,2
30397,8,1,1,3,0.10011292,4,1
30399,11,0,1,57,2.70304871,6,0
30401,7,1,1,3,0.03337097,8,2
30403,10,1,1,6,0.90101624,1,1
30405,5,1,1,3,0.00370789,3,0
30407,7,1,1,13,0.03337097,5,2
30409,7,1,1,3,0.03337097,7,1
30411,7,1,1,8,0.03337097,0,0
30413,5,1,1,3,0.00370789,2,2
30415,10,1,1,26,0.90101624,4,1
30417,8,1,1,3,0.10011292,6,0
30419,8,1,1,6,0.10011292,8,2
30421,5,1,1,3,0.00370789,1,1
30423,7,1,1,8,0.03337097,3,0
30425,9,1,1,3,0.30033875,5,2
30427,10,1,1,13,0.90101624,7,1
30429,9,1,1,3,0.30033875,0,0
30431,10,1,1,16,0.90101624,2,2
30433,8,1,1,3,0.10011292,4,1
30435,5,1,1,6,0.00370789,6,0
30437,5,1,1,3,0.00370789,8,2
30439,12,0,1,57,8.10914612,1,1
30441,10,1,1,3,0.90101624,3,0
30443,7,1,1,8,0.03337097,5,2
30445,8,1,1,3,0.10011292,7,1
30447,9,1,1,21,0.30033875,0,0
30449,5,1,1,3,0.00370789,2,2
30451,11,0,1,6,2.70304871,4,1
30453,9,1,1,3,0.30033875,6,0
30455,9,1,1,8,0.30033875,8,2
30457,9,1,1,3,0.30033875,1,1
30459,8,1,1,19,0.10011292,3,0
30461,12,0,1,3,8.10914612,5,2
30463,13,0,1,73,24.32743835,7,1
30465,5,1,1,3,0.00370789,0,0
30467,11,0,1,6,2.70304871,2,2
30469,8,1,1,3,0.10011292,4,1
30471,11,0,1,11,2.70304871,6,0
30473,13,0,1,3,24.32743835,8,2
30475,9,1,1,8,0.30033875,1,1
30477,8,1,1,3,0.10011292,3,0
30479,8,1,1,11,0.10011292,5,2
30481,8,1,1,3,0.10011292,7,1
30483,10,1,1,6,0.90101624,0,0
30485,4,1,1,3,0.00123596,2,2
30487,9,1,1,8,0.30033875,4,1
30489,9,1,1,3,0.30033875,6,0
30491,12,0,1,104,8.10914612,8,2
30493,7,1,1,3,0.03337097,1,1
30495,10,1,1,19,0.90101624,3,0
30497,7,1,1,3,0.03337097,5,2
30499,7,1,1,6,0.03337097,7,1
30501,7,1,1,3,0.03337097,0,0
30503,12,0,1,13,8.10914612,2,2
30505,9,1,1,3,0.30033875,4,1
30507,7,1,1,8,0.03337097,6,0
30509,7,1,1,3,0.03337097,8,2
30511,8,1,1,16,0.10011292,1,1
30513,7,1,1,3,0.03337097,3,0
30515,7,1,1,6,0.03337097,5,2
30517,6,1,1,3,0.01112366,7,1
30519,7,1,1,8,0.03337097,0,0
30521,8,1,1,3,0.10011292,2,2
30523,7,1,1,11,0.03337097,4,1
30525,9,1,1,3,0.30033875,6,0
30527,9,1,1,19,0.30033875,8,2
30529,6,1,1,3,0.01112366,1,1
30531,9,1,1,6,0.30033875,3,0
30533,6,1,1,3,0.01112366,5,2
30535,10,1,1,21,0.90101624,7,1
30537,9,1,1,3,0.30033875,0,0
30539,6,1,1,8,0.01112366,2,2
30541,8,1,1,3,0.10011292,4,1
30543,8,1,1,13,0.10011292,6,0
