residue,class_odd,class_dead,exact_dead,exact_steps,alpha,mod9,mod3
1,8,1,0,0,0.10011292,1,1
3,8,1,1,6,0.10011292,3,0
5,7,1,1,3,0.03337097,5,2
7,8,1,1,11,0.10011292,7,1
9,8,1,1,3,0.10011292,0,0
11,7,1,1,8,0.03337097,2,2
13,7,1,1,3,0.03337097,4,1
15,7,1,1,11,0.03337097,6,0
17,7,1,1,3,0.03337097,8,2
19,7,1,1,6,0.03337097,1,1
21,6,1,1,3,0.01112366,3,0
23,7,1,1,8,0.03337097,5,2
25,7,1,1,3,0.03337097,7,1
27,12,0,1,96,8.10914612,0,0
29,7,1,1,3,0.03337097,2,2
31,12,0,1,91,8.10914612,4,1
33,8,1,1,3,0.10011292,6,0
35,6,1,1,6,0.01112366,8,2
37,7,1,1,3,0.03337097,1,1
39,9,1,1,13,0.30033875,3,0
41,12,0,1,3,8.10914612,5,2
43,8,1,1,8,0.10011292,7,1
45,6,1,1,3,0.01112366,0,0
47,12,0,1,88,8.10914612,2,2
49,7,1,1,3,0.03337097,4,1
51,7,1,1,6,0.03337097,6,0
53,6,1,1,3,0.01112366,8,2
55,11,0,1,8,2.70304871,1,1
57,9,1,1,3,0.30033875,3,0
59,9,1,1,11,0.30033875,5,2
61,6,1,1,3,0.01112366,7,1
63,11,0,1,88,2.70304871,0,0
65,8,1,1,3,0.10011292,2,2
67,8,1,1,6,0.10011292,4,1
69,6,1,1,3,0.01112366,6,0
71,12,0,1,83,8.10914612,8,2
73,11,0,1,3,2.70304871,1,1
75,6,1,1,8,0.01112366,3,0
77,6,1,1,3,0.01112366,5,2
79,9,1,1,13,0.30033875,7,1
81,6,1,1,3,0.01112366,0,0
83,11,0,1,6,2.70304871,2,2
85,5,1,1,3,0.00370789,4,1
87,8,1,1,8,0.10011292,6,0
89,8,1,1,3,0.10011292,8,2
91,11,0,1,73,2.70304871,1,1
93,6,1,1,3,0.01112366,3,0
95,11,0,1,13,2.70304871,5,2
97,10,1,1,3,0.90101624,7,1
99,7,1,1,6,0.03337097,0,0
101,7,1,1,3,0.03337097,2,2
103,11,0,1,68,2.70304871,4,1
105,8,1,1,3,0.10011292,6,0
107,12,0,1,8,8.10914612,8,2
109,10,1,1,3,0.90101624,1,1
111,12,0,1,50,8.10914612,3,0
113,5,1,1,3,0.00370789,5,2
115,8,1,1,6,0.10011292,7,1
117,6,1,1,3,0.01112366,0,0
119,8,1,1,8,0.10011292,2,2
121,11,0,1,3,2.70304871,4,1
123,9,1,1,13,0.30033875,6,0
125,11,0,1,3,2.70304871,8,2
127,10,1,1,24,0.90101624,1,1
129,10,1,1,3,0.90101624,3,0
131,7,1,1,6,0.03337097,5,2
133,7,1,1,3,0.03337097,7,1
135,8,1,1,11,0.10011292,0,0
137,11,0,1,3,2.70304871,2,2
139,9,1,1,8,0.30033875,4,1
141,5,1,1,3,0.00370789,6,0
143,11,0,1,11,2.70304871,8,2
145,10,1,1,3,0.90101624,1,1
147,10,1,1,6,0.90101624,3,0
149,6,1,1,3,0.01112366,5,2
151,5,1,1,8,0.00370789,7,1
153,8,1,1,3,0.10011292,0,0
155,11,0,1,65,2.70304871,2,2
157,8,1,1,3,0.10011292,4,1
159,11,0,1,34,2.70304871,6,0
161,11,0,1,3,2.70304871,8,2
163,6,1,1,6,0.01112366,1,1
165,10,1,1,3,0.90101624,3,0
167,12,0,1,47,8.10914612,5,2
169,10,1,1,3,0.90101624,7,1
171,10,1,1,8,0.90101624,0,0
173,8,1,1,3,0.10011292,2,2
175,11,0,1,13,2.70304871,4,1
177,8,1,1,3,0.10011292,6,0
179,8,1,1,6,0.10011292,8,2
181,5,1,1,3,0.00370789,1,1
183,10,1,1,8,0.90101624,3,0
185,8,1,1,3,0.10011292,5,2
187,8,1,1,11,0.10011292,7,1
189,10,1,1,3,0.90101624,0,0
191,9,1,1,21,0.30033875,2,2
193,10,1,1,3,0.90101624,4,1
195,10,1,1,6,0.90101624,6,0
197,7,1,1,3,0.03337097,8,2
199,10,1,1,13,0.90101624,1,1
201,5,1,1,3,0.00370789,3,0
203,7,1,1,8,0.03337097,5,2
205,7,1,1,3,0.03337097,7,1
207,11,0,1,21,2.70304871,0,0
209,8,1,1,3,0.10011292,2,2
211,8,1,1,6,0.10011292,4,1
213,5,1,1,3,0.00370789,6,0
215,11,0,1,8,2.70304871,8,2
217,7,1,1,3,0.03337097,1,1
219,9,1,1,13,0.30033875,3,0
221,10,1,1,3,0.90101624,5,2
223,12,0,1,50,8.10914612,7,1
225,10,1,1,3,0.90101624,0,0
227,5,1,1,6,0.00370789,2,2
229,8,1,1,3,0.10011292,4,1
231,9,1,1,19,0.30033875,6,0
233,11,0,1,3,2.70304871,8,2
235,10,1,1,8,0.90101624,1,1
237,8,1,1,3,0.10011292,3,0
239,11,0,1,32,2.70304871,5,2
241,5,1,1,3,0.00370789,7,1
243,11,0,1,6,2.70304871,0,0
245,5,1,1,3,0.00370789,2,2
247,9,1,1,8,0.30033875,4,1
249,9,1,1,3,0.30033875,6,0
251,12,0,1,44,8.10914612,8,2
253,10,1,1,3,0.90101624,1,1
255,9,1,1,21,0.30033875,3,0
257,10,1,1,3,0.90101624,5,2
259,10,1,1,6,0.90101624,7,1
261,7,1,1,3,0.03337097,0,0
263,11,0,1,11,2.70304871,2,2
265,11,0,1,3,2.70304871,4,1
267,5,1,1,8,0.00370789,6,0
269,7,1,1,3,0.03337097,8,2
271,8,1,1,11,0.10011292,1,1
273,7,1,1,3,0.03337097,3,0
275,10,1,1,6,0.90101624,5,2
277,5,1,1,3,0.00370789,7,1
279,8,1,1,8,0.10011292,0,0
281,8,1,1,3,0.10011292,2,2
283,12,0,1,39,8.10914612,4,1
285,10,1,1,3,0.90101624,6,0
287,8,1,1,16,0.10011292,8,2
289,7,1,1,3,0.03337097,1,1
291,9,1,1,6,0.30033875,3,0
293,9,1,1,3,0.30033875,5,2
295,10,1,1,13,0.90101624,7,1
297,12,0,1,3,8.10914612,0,0
299,9,1,1,8,0.30033875,2,2
301,5,1,1,3,0.00370789,4,1
303,9,1,1,21,0.30033875,6,0
305,7,1,1,3,0.03337097,8,2
307,7,1,1,6,0.03337097,1,1
309,6,1,1,3,0.01112366,3,0
311,10,1,1,8,0.90101624,5,2
313,9,1,1,3,0.30033875,7,1
315,7,1,1,11,0.03337097,0,0
317,7,1,1,3,0.03337097,2,2
319,11,0,1,34,2.70304871,4,1
321,6,1,1,3,0.01112366,6,0
323,11,0,1,6,2.70304871,8,2
325,6,1,1,3,0.01112366,1,1
327,12,0,1,34,8.10914612,3,0
329,9,1,1,3,0.30033875,5,2
331,6,1,1,8,0.01112366,7,1
333,9,1,1,3,0.30033875,0,0
335,11,0,1,13,2.70304871,2,2
337,9,1,1,3,0.30033875,4,1
339,10,1,1,6,0.90101624,6,0
341,4,1,1,3,0.00123596,8,2
343,9,1,1,8,0.30033875,1,1
345,9,1,1,3,0.30033875,3,0
347,9,1,1,16,0.30033875,5,2
349,7,1,1,3,0.03337097,7,1
351,10,1,1,13,0.90101624,0,0
353,10,1,1,3,0.90101624,2,2
355,7,1,1,6,0.03337097,4,1
357,7,1,1,3,0.03337097,6,0
359,10,1,1,26,0.90101624,8,2
361,8,1,1,3,0.10011292,1,1
363,8,1,1,8,0.10011292,3,0
365,10,1,1,3,0.90101624,5,2
367,8,1,1,16,0.10011292,7,1
369,5,1,1,3,0.00370789,0,0
371,8,1,1,6,0.10011292,2,2
373,5,1,1,3,0.00370789,4,1
375,8,1,1,8,0.10011292,6,0
377,12,0,1,3,8.10914612,8,2
379,10,1,1,13,0.90101624,1,1
381,10,1,1,3,0.90101624,3,0
383,9,1,1,19,0.30033875,5,2
385,8,1,1,3,0.10011292,7,1
387,9,1,1,6,0.30033875,0,0
389,9,1,1,3,0.30033875,2,2
391,9,1,1,11,0.30033875,4,1
393,9,1,1,3,0.30033875,6,0
395,11,0,1,8,2.70304871,8,2
397,6,1,1,3,0.01112366,1,1
399,10,1,1,11,0.90101624,3,0
401,5,1,1,3,0.00370789,5,2
403,5,1,1,6,0.00370789,7,1
405,6,1,1,3,0.01112366,0,0
407,7,1,1,8,0.03337097,2,2
409,7,1,1,3,0.03337097,4,1
411,9,1,1,24,0.30033875,6,0
413,10,1,1,3,0.90101624,8,2
415,9,1,1,24,0.30033875,1,1
417,10,1,1,3,0.90101624,3,0
419,8,1,1,6,0.10011292,5,2
421,8,1,1,3,0.10011292,7,1
423,9,1,1,16,0.30033875,0,0
425,11,0,1,3,2.70304871,2,2
427,8,1,1,8,0.10011292,4,1
429,10,1,1,3,0.90101624,6,0
431,8,1,1,13,0.10011292,8,2
433,6,1,1,3,0.01112366,1,1
435,6,1,1,6,0.01112366,3,0
437,9,1,1,3,0.30033875,5,2
439,9,1,1,8,0.30033875,7,1
441,6,1,1,3,0.01112366,0,0
443,10,1,1,11,0.90101624,2,2
445,12,0,1,3,8.10914612,4,1
447,12,0,1,65,8.10914612,6,0
449,9,1,1,3,0.30033875,8,2
451,10,1,1,6,0.90101624,1,1
453,4,1,1,3,0.00123596,3,0
455,8,1,1,13,0.10011292,5,2
457,8,1,1,3,0.10011292,7,1
459,8,1,1,8,0.10011292,0,0
461,7,1,1,3,0.03337097,2,2
463,8,1,1,19,0.10011292,4,1
465,7,1,1,3,0.03337097,6,0
467,10,1,1,6,0.90101624,8,2
469,5,1,1,3,0.00370789,1,1
471,9,1,1,8,0.30033875,3,0
473,7,1,1,3,0.03337097,5,2
475,7,1,1,13,0.03337097,7,1
477,7,1,1,3,0.03337097,0,0
479,10,1,1,26,0.90101624,2,2
481,8,1,1,3,0.10011292,4,1
483,5,1,1,6,0.00370789,6,0
485,10,1,1,3,0.90101624,8,2
487,11,0,1,32,2.70304871,1,1
489,9,1,1,3,0.30033875,3,0
491,11,0,1,8,2.70304871,5,2
493,9,1,1,3,0.30033875,7,1
495,12,0,1,44,8.10914612,0,0
497,5,1,1,3,0.00370789,2,2
499,9,1,1,6,0.30033875,4,1
501,9,1,1,3,0.30033875,6,0
503,11,0,1,8,2.70304871,8,2
505,11,0,1,3,2.70304871,1,1
507,7,1,1,16,0.03337097,3,0
509,9,1,1,3,0.30033875,5,2
511,11,0,1,29,2.70304871,7,1
513,8,1,1,3,0.10011292,0,0
515,9,1,1,6,0.30033875,2,2
517,9,1,1,3,0.30033875,4,1
519,9,1,1,11,0.30033875,6,0
521,9,1,1,3,0.30033875,8,2
523,9,1,1,8,0.30033875,1,1
525,7,1,1,3,0.03337097,3,0
527,10,1,1,11,0.90101624,5,2
529,7,1,1,3,0.03337097,7,1
531,10,1,1,6,0.90101624,0,0
533,7,1,1,3,0.03337097,2,2
535,5,1,1,8,0.00370789,4,1
537,5,1,1,3,0.00370789,6,0
539,10,1,1,21,0.90101624,8,2
541,8,1,1,3,0.10011292,1,1
543,9,1,1,21,0.30033875,3,0
545,8,1,1,3,0.10011292,5,2
547,7,1,1,6,0.03337097,7,1
549,9,1,1,3,0.30033875,0,0
551,8,1,1,13,0.10011292,2,2
553,10,1,1,3,0.90101624,4,1
555,7,1,1,8,0.03337097,6,0
557,7,1,1,3,0.03337097,8,2
559,10,1,1,26,0.90101624,1,1
561,7,1,1,3,0.03337097,3,0
563,7,1,1,6,0.03337097,5,2
565,4,1,1,3,0.00123596,7,1
567,12,0,1,8,8.10914612,0,0
569,9,1,1,3,0.30033875,2,2
571,7,1,1,11,0.03337097,4,1
573,9,1,1,3,0.30033875,6,0
575,8,1,1,16,0.10011292,8,2
577,7,1,1,3,0.03337097,1,1
579,7,1,1,6,0.03337097,3,0
581,9,1,1,3,0.30033875,5,2
583,7,1,1,16,0.03337097,7,1
585,8,1,1,3,0.10011292,0,0
587,9,1,1,8,0.30033875,2,2
589,9,1,1,3,0.30033875,4,1
591,9,1,1,13,0.30033875,6,0
593,11,0,1,3,2.70304871,8,2
595,11,0,1,6,2.70304871,1,1
597,6,1,1,3,0.01112366,3,0
599,9,1,1,8,0.30033875,5,2
601,11,0,1,3,2.70304871,7,1
603,10,1,1,26,0.90101624,0,0
605,4,1,1,3,0.00123596,2,2
607,8,1,1,13,0.10011292,4,1
609,8,1,1,3,0.10011292,6,0
611,6,1,1,6,0.01112366,8,2
613,6,1,1,3,0.01112366,1,1
615,10,1,1,19,0.90101624,3,0
617,8,1,1,3,0.10011292,5,2
619,9,1,1,8,0.30033875,7,1
621,10,1,1,3,0.90101624,0,0
623,9,1,1,21,0.30033875,2,2
625,6,1,1,3,0.01112366,4,1
627,9,1,1,6,0.30033875,6,0
629,7,1,1,3,0.03337097,8,2
631,7,1,1,8,0.03337097,1,1
633,8,1,1,3,0.10011292,3,0
635,8,1,1,13,0.10011292,5,2
637,10,1,1,3,0.90101624,7,1
639,13,0,1,37,24.32743835,0,0
641,8,1,1,3,0.10011292,2,2
643,6,1,1,6,0.01112366,4,1
645,10,1,1,3,0.90101624,6,0
647,7,1,1,11,0.03337097,8,2
649,10,1,1,3,0.90101624,1,1
651,10,1,1,8,0.90101624,3,0
653,6,1,1,3,0.01112366,5,2
655,11,0,1,11,2.70304871,7,1
657,8,1,1,3,0.10011292,0,0
659,8,1,1,6,0.10011292,2,2
661,9,1,1,3,0.30033875,4,1
663,6,1,1,8,0.01112366,6,0
665,9,1,1,3,0.30033875,8,2
667,12,0,1,39,8.10914612,1,1
669,11,0,1,3,2.70304871,3,0
671,12,0,1,63,8.10914612,5,2
673,10,1,1,3,0.90101624,7,1
675,9,1,1,6,0.30033875,0,0
677,9,1,1,3,0.30033875,2,2
679,10,1,1,21,0.90101624,4,1
681,12,0,1,3,8.10914612,6,0
683,7,1,1,8,0.03337097,8,2
685,8,1,1,3,0.10011292,1,1
687,7,1,1,13,0.03337097,3,0
689,8,1,1,3,0.10011292,5,2
691,8,1,1,6,0.10011292,7,1
693,7,1,1,3,0.03337097,0,0
695,8,1,1,8,0.10011292,2,2
697,8,1,1,3,0.10011292,4,1
699,9,1,1,11,0.30033875,6,0
701,10,1,1,3,0.90101624,8,2
703,13,0,1,132,24.32743835,1,1
705,7,1,1,3,0.03337097,3,0
707,9,1,1,6,0.30033875,5,2
709,7,1,1,3,0.03337097,7,1
711,10,1,1,13,0.90101624,0,0
713,6,1,1,3,0.01112366,2,2
715,6,1,1,8,0.01112366,4,1
717,7,1,1,3,0.03337097,6,0
719,10,1,1,21,0.90101624,8,2
721,8,1,1,3,0.10011292,1,1
723,8,1,1,6,0.10011292,3,0
725,4,1,1,3,0.00123596,5,2
727,8,1,1,8,0.10011292,7,1
729,7,1,1,3,0.03337097,0,0
731,10,1,1,13,0.90101624,2,2
733,10,1,1,3,0.90101624,4,1
735,8,1,1,16,0.10011292,6,0
737,11,0,1,3,2.70304871,8,2
739,4,1,1,6,0.00123596,1,1
741,8,1,1,3,0.10011292,3,0
743,12,0,1,39,8.10914612,5,2
745,11,0,1,3,2.70304871,7,1
747,7,1,1,8,0.03337097,0,0
749,8,1,1,3,0.10011292,2,2
751,12,0,1,34,8.10914612,4,1
753,4,1,1,3,0.00123596,6,0
755,11,0,1,6,2.70304871,8,2
757,9,1,1,3,0.30033875,1,1
759,10,1,1,8,0.90101624,3,0
761,7,1,1,3,0.03337097,5,2
763,11,0,1,32,2.70304871,7,1
765,8,1,1,3,0.10011292,0,0
767,10,1,1,26,0.90101624,2,2
769,8,1,1,3,0.10011292,4,1
771,8,1,1,6,0.10011292,6,0
773,9,1,1,3,0.30033875,8,2
775,11,0,1,11,2.70304871,1,1
777,7,1,1,3,0.03337097,3,0
779,9,1,1,8,0.30033875,5,2
781,9,1,1,3,0.30033875,7,1
783,9,1,1,11,0.30033875,0,0
785,9,1,1,3,0.30033875,2,2
787,9,1,1,6,0.30033875,4,1
789,6,1,1,3,0.01112366,6,0
791,10,1,1,8,0.90101624,8,2
793,10,1,1,3,0.90101624,1,1
795,11,0,1,44,2.70304871,3,0
797,10,1,1,3,0.90101624,5,2
799,10,1,1,21,0.90101624,7,1
801,11,0,1,3,2.70304871,0,0
803,4,1,1,6,0.00123596,2,2
805,4,1,1,3,0.00123596,4,1
807,13,0,1,13,24.32743835,6,0
809,9,1,1,3,0.30033875,8,2
811,8,1,1,8,0.10011292,1,1
813,7,1,1,3,0.03337097,3,0
815,8,1,1,16,0.10011292,5,2
817,7,1,1,3,0.03337097,7,1
819,7,1,1,6,0.03337097,0,0
821,6,1,1,3,0.01112366,2,2
823,9,1,1,8,0.30033875,4,1
825,8,1,1,3,0.10011292,6,0
827,7,1,1,11,0.03337097,8,2
829,9,1,1,3,0.30033875,1,1
831,9,1,1,24,0.30033875,3,0
833,6,1,1,3,0.01112366,5,2
835,9,1,1,6,0.30033875,7,1
837,7,1,1,3,0.03337097,0,0
839,10,1,1,24,0.90101624,2,2
841,7,1,1,3,0.03337097,4,1
843,7,1,1,8,0.03337097,6,0
845,7,1,1,3,0.03337097,8,2
847,9,1,1,13,0.30033875,1,1
849,11,0,1,3,2.70304871,3,0
851,11,0,1,6,2.70304871,5,2
853,4,1,1,3,0.00123596,7,1
855,8,1,1,8,0.10011292,0,0
857,6,1,1,3,0.01112366,2,2
859,10,1,1,26,0.90101624,4,1
861,9,1,1,3,0.30033875,6,0
863,7,1,1,13,0.03337097,8,2
865,11,0,1,3,2.70304871,1,1
867,6,1,1,6,0.01112366,3,0
869,6,1,1,3,0.01112366,5,2
871,14,0,1,57,72.98231506,7,1
873,11,0,1,3,2.70304871,0,0
875,6,1,1,8,0.01112366,2,2
877,8,1,1,3,0.10011292,4,1
879,9,1,1,19,0.30033875,6,0
881,8,1,1,3,0.10011292,8,2
883,6,1,1,6,0.01112366,1,1
885,8,1,1,3,0.10011292,3,0
887,9,1,1,8,0.30033875,5,2
889,12,0,1,3,8.10914612,7,1
891,10,1,1,13,0.90101624,0,0
893,11,0,1,3,2.70304871,2,2
895,11,0,1,39,2.70304871,4,1
897,9,1,1,3,0.30033875,6,0
899,8,1,1,6,0.10011292,8,2
901,10,1,1,3,0.90101624,1,1
903,8,1,1,11,0.10011292,3,0
905,10,1,1,3,0.90101624,5,2
907,10,1,1,8,0.90101624,7,1
909,4,1,1,3,0.00123596,0,0
911,8,1,1,11,0.10011292,2,2
913,7,1,1,3,0.03337097,4,1
915,7,1,1,6,0.03337097,6,0
917,6,1,1,3,0.01112366,8,2
919,8,1,1,8,0.10011292,1,1
921,8,1,1,3,0.10011292,3,0
923,10,1,1,16,0.90101624,5,2
925,7,1,1,3,0.03337097,7,1
927,12,0,1,60,8.10914612,0,0
929,8,1,1,3,0.10011292,2,2
931,6,1,1,6,0.01112366,4,1
933,9,1,1,3,0.30033875,6,0
935,8,1,1,19,0.10011292,8,2
937,13,0,1,3,24.32743835,1,1
939,10,1,1,8,0.90101624,3,0
941,8,1,1,3,0.10011292,5,2
943,6,1,1,13,0.01112366,7,1
945,6,1,1,3,0.01112366,0,0
947,6,1,1,6,0.01112366,2,2
949,6,1,1,3,0.01112366,4,1
951,7,1,1,8,0.03337097,6,0
953,7,1,1,3,0.03337097,8,2
955,7,1,1,11,0.03337097,1,1
957,10,1,1,3,0.90101624,3,0
959,12,0,1,34,8.10914612,5,2
961,8,1,1,3,0.10011292,7,1
963,8,1,1,6,0.10011292,0,0
965,5,1,1,3,0.00370789,2,2
967,8,1,1,13,0.10011292,4,1
969,8,1,1,3,0.10011292,6,0
971,6,1,1,8,0.01112366,8,2
973,10,1,1,3,0.90101624,1,1
975,10,1,1,16,0.90101624,3,0
977,10,1,1,3,0.90101624,5,2
979,9,1,1,6,0.30033875,7,1
981,5,1,1,3,0.00370789,0,0
983,11,0,1,8,2.70304871,2,2
985,5,1,1,3,0.00370789,4,1
987,6,1,1,13,0.01112366,6,0
989,8,1,1,3,0.10011292,8,2
991,11,0,1,42,2.70304871,1,1
993,11,0,1,3,2.70304871,3,0
995,5,1,1,6,0.00370789,5,2
997,8,1,1,3,0.10011292,7,1
999,8,1,1,16,0.10011292,0,0
1001,11,0,1,3,2.70304871,2,2
1003,9,1,1,8,0.30033875,4,1
1005,10,1,1,3,0.90101624,6,0
1007,12,0,1,34,8.10914612,8,2
1009,8,1,1,3,0.10011292,1,1
1011,10,1,1,6,0.90101624,3,0
1013,8,1,1,3,0.10011292,5,2
1015,7,1,1,8,0.03337097,7,1
1017,10,1,1,3,0.90101624,0,0
1019,9,1,1,19,0.30033875,2,2
1021,9,1,1,3,0.30033875,4,1
1023,11,0,1,29,2.70304871,6,0
1025,7,1,1,3,0.03337097,8,2
1027,7,1,1,6,0.03337097,1,1
1029,8,1,1,3,0.10011292,3,0
1031,7,1,1,11,0.03337097,5,2
1033,10,1,1,3,0.90101624,7,1
1035,8,1,1,8,0.10011292,0,0
1037,8,1,1,3,0.10011292,2,2
1039,9,1,1,11,0.30033875,4,1
1041,8,1,1,3,0.10011292,6,0
1043,8,1,1,6,0.10011292,8,2
1045,6,1,1,3,0.01112366,1,1
1047,8,1,1,8,0.10011292,3,0
1049,9,1,1,3,0.30033875,5,2
1051,11,0,1,39,2.70304871,7,1
1053,9,1,1,3,0.30033875,0,0
1055,13,0,1,130,24.32743835,2,2
1057,9,1,1,3,0.30033875,4,1
1059,6,1,1,6,0.01112366,6,0
1061,9,1,1,3,0.30033875,8,2
1063,10,1,1,13,0.90101624,1,1
1065,10,1,1,3,0.90101624,3,0
1067,10,1,1,8,0.90101624,5,2
1069,5,1,1,3,0.00370789,7,1
1071,10,1,1,21,0.90101624,0,0
1073,5,1,1,3,0.00370789,2,2
1075,5,1,1,6,0.00370789,4,1
1077,6,1,1,3,0.01112366,6,0
1079,9,1,1,8,0.30033875,8,2
1081,8,1,1,3,0.10011292,1,1
1083,8,1,1,11,0.10011292,3,0
1085,7,1,1,3,0.03337097,5,2
1087,8,1,1,19,0.10011292,7,1
1089,7,1,1,3,0.03337097,0,0
1091,7,1,1,6,0.03337097,2,2
1093,6,1,1,3,0.01112366,4,1
1095,10,1,1,24,0.90101624,6,0
1097,10,1,1,3,0.90101624,8,2
1099,6,1,1,8,0.01112366,1,1
1101,9,1,1,3,0.30033875,3,0
1103,7,1,1,13,0.03337097,5,2
1105,9,1,1,3,0.30033875,7,1
1107,10,1,1,6,0.90101624,0,0
1109,4,1,1,3,0.00123596,2,2
1111,6,1,1,8,0.01112366,4,1
1113,9,1,1,3,0.30033875,6,0
1115,11,0,1,37,2.70304871,8,2
1117,7,1,1,3,0.03337097,1,1
1119,10,1,1,13,0.90101624,3,0
1121,7,1,1,3,0.03337097,5,2
1123,7,1,1,6,0.03337097,7,1
1125,7,1,1,3,0.03337097,0,0
1127,12,0,1,32,8.10914612,2,2
1129,9,1,1,3,0.30033875,4,1
1131,9,1,1,8,0.30033875,6,0
1133,11,0,1,3,2.70304871,8,2
1135,10,1,1,21,0.90101624,1,1
1137,4,1,1,3,0.00123596,3,0
1139,9,1,1,6,0.30033875,5,2
1141,9,1,1,3,0.30033875,7,1
1143,6,1,1,8,0.01112366,0,0
1145,11,0,1,3,2.70304871,2,2
1147,9,1,1,13,0.30033875,4,1
1149,8,1,1,3,0.10011292,6,0
1151,9,1,1,24,0.30033875,8,2
1153,10,1,1,3,0.90101624,1,1
1155,7,1,1,6,0.03337097,3,0
1157,7,1,1,3,0.03337097,5,2
1159,10,1,1,11,0.90101624,7,1
1161,13,0,1,3,24.32743835,0,0
1163,11,0,1,8,2.70304871,2,2
1165,8,1,1,3,0.10011292,4,1
1167,6,1,1,11,0.01112366,6,0
1169,8,1,1,3,0.10011292,8,2
1171,8,1,1,6,0.10011292,1,1
1173,8,1,1,3,0.10011292,3,0
1175,8,1,1,8,0.10011292,5,2
1177,7,1,1,3,0.03337097,7,1
1179,10,1,1,26,0.90101624,0,0
1181,8,1,1,3,0.10011292,2,2
1183,10,1,1,26,0.90101624,4,1
1185,12,0,1,3,8.10914612,6,0
1187,10,1,1,6,0.90101624,8,2
1189,10,1,1,3,0.90101624,1,1
1191,10,1,1,21,0.90101624,3,0
1193,11,0,1,3,2.70304871,5,2
1195,8,1,1,8,0.10011292,7,1
1197,9,1,1,3,0.30033875,0,0
1199,9,1,1,13,0.30033875,2,2
1201,10,1,1,3,0.90101624,4,1
1203,10,1,1,6,0.90101624,6,0
1205,4,1,1,3,0.00123596,8,2
1207,10,1,1,8,0.90101624,1,1
1209,11,0,1,3,2.70304871,3,0
1211,12,0,1,11,8.10914612,5,2
1213,8,1,1,3,0.10011292,7,1
1215,10,1,1,21,0.90101624,0,0
1217,7,1,1,3,0.03337097,2,2
1219,7,1,1,6,0.03337097,4,1
1221,6,1,1,3,0.01112366,6,0
1223,7,1,1,13,0.03337097,8,2
1225,8,1,1,3,0.10011292,1,1
1227,8,1,1,8,0.10011292,3,0
1229,6,1,1,3,0.01112366,5,2
1231,9,1,1,19,0.30033875,7,1
1233,8,1,1,3,0.10011292,0,0
1235,8,1,1,6,0.10011292,2,2
1237,5,1,1,3,0.00370789,4,1
1239,8,1,1,8,0.10011292,6,0
1241,6,1,1,3,0.01112366,8,2
1243,10,1,1,13,0.90101624,1,1
1245,9,1,1,3,0.30033875,3,0
1247,8,1,1,21,0.10011292,5,2
1249,12,0,1,3,8.10914612,7,1
1251,5,1,1,6,0.00370789,0,0
1253,9,1,1,3,0.30033875,2,2
1255,11,0,1,32,2.70304871,4,1
1257,6,1,1,3,0.01112366,6,0
1259,9,1,1,8,0.30033875,8,2
1261,7,1,1,3,0.03337097,1,1
1263,13,0,1,42,24.32743835,3,0
1265,7,1,1,3,0.03337097,5,2
1267,8,1,1,6,0.10011292,7,1
1269,7,1,1,3,0.03337097,0,0
1271,8,1,1,8,0.10011292,2,2
1273,8,1,1,3,0.10011292,4,1
1275,10,1,1,24,0.90101624,6,0
1277,10,1,1,3,0.90101624,8,2
1279,12,0,1,37,8.10914612,1,1
1281,7,1,1,3,0.03337097,3,0
1283,7,1,1,6,0.03337097,5,2
1285,5,1,1,3,0.00370789,7,1
1287,10,1,1,11,0.90101624,0,0
1289,9,1,1,3,0.30033875,2,2
1291,8,1,1,8,0.10011292,4,1
1293,9,1,1,3,0.30033875,6,0
1295,7,1,1,11,0.03337097,8,2
1297,9,1,1,3,0.30033875,1,1
1299,10,1,1,6,0.90101624,3,0
1301,5,1,1,3,0.00370789,5,2
1303,9,1,1,8,0.30033875,7,1
1305,8,1,1,3,0.10011292,0,0
1307,14,0,1,55,72.98231506,2,2
1309,11,0,1,3,2.70304871,4,1
1311,9,1,1,16,0.30033875,6,0
1313,5,1,1,3,0.00370789,8,2
1315,8,1,1,6,0.10011292,1,1
1317,8,1,1,3,0.10011292,3,0
1319,9,1,1,13,0.30033875,5,2
1321,11,0,1,3,2.70304871,7,1
1323,8,1,1,8,0.10011292,0,0
1325,5,1,1,3,0.00370789,2,2
1327,8,1,1,21,0.10011292,4,1
1329,9,1,1,3,0.30033875,6,0
1331,9,1,1,6,0.30033875,8,2
1333,8,1,1,3,0.10011292,1,1
1335,12,0,1,8,8.10914612,3,0
1337,10,1,1,3,0.90101624,5,2
1339,5,1,1,11,0.00370789,7,1
1341,11,0,1,3,2.70304871,0,0
1343,11,0,1,37,2.70304871,2,2
1345,8,1,1,3,0.10011292,4,1
1347,9,1,1,6,0.30033875,6,0
1349,8,1,1,3,0.10011292,8,2
1351,10,1,1,26,0.90101624,1,1
1353,8,1,1,3,0.10011292,3,0
1355,8,1,1,8,0.10011292,5,2
1357,9,1,1,3,0.30033875,7,1
1359,9,1,1,13,0.30033875,0,0
1361,9,1,1,3,0.30033875,2,2
1363,12,0,1,6,8.10914612,4,1
1365,3,1,1,3,0.00041199,6,0
1367,7,1,1,8,0.03337097,8,2
1369,7,1,1,3,0.03337097,1,1
1371,9,1,1,16,0.30033875,3,0
1373,7,1,1,3,0.03337097,5,2
1375,7,1,1,13,0.03337097,7,1
